,Solute SMILES,Solvent SMILES,pKa (avg),pKa (all),Source,,,,,,
13584,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2.[Cl-],O,9.6,[9.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13585,Cc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc12,O,7.15,"[7.15, 7.15, 7.15, 7.15]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13586,CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1[O-],O,5.02,[5.02],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13587,O=C1C(NS(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1c1ccc(-n2ccnc2CN2CCCC2)cc1F,O,7.95,[7.95],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13588,O=C(c1cncs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,O,3.6,[3.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13589,CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c2cc(Cl)ccc21,O,0.8,[0.8],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13590,CC1CCC[NH+](C(C)C=C(c2cccs2)c2cccs2)C1,O,8.23,[8.23],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13591,COc1cccc2nc3c(C(=O)NCCN(C)C)cccc3cc12.Cl,O,3.82,[3.82],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13592,CC(C)(C)c1ccncc1,O,5.97,"[5.95, 5.99]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13593,c1ccc2nc3ccccc3cc2c1,O,5.165,"[5.48, 4.85]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13594,C#C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,O,9.29,[9.29],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13595,O=[N+]([O-])c1ccc2c(c1)CCN2c1nn[nH]n1,O,4.02,[4.02],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13596,CC(O)CN(C)CC(C)O,O,8.7,[8.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13597,CCCCCCNc1ncnc2c1cnn2C,O,4.2,[4.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13598,CC(=O)O[C@H]1C[C@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1COP(=O)(OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O)Oc1cc(Cl)ccc1Cl,O,7.5,[7.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13599,NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,O,8.82,[8.82],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13600,C[C@H]1CC[C@H]2[C@H](C)CC[C@@H](C(=O)O)[NH+]2C1,O,2,[2.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13601,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O,O,7.7,[7.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13602,CN(C)CC1=C(CN(C)C)C2c3ccccc3C1c1ccccc12,O,8.66,[8.66],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13604,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,O,9.8,[9.8],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13605,O=C(Nc1cc(Cl)ccc1O)Oc1cccc(C(F)(F)F)c1,O,8.97,[8.97],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13606,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,O,4.67,[4.67],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13607,CC(C)(C)N1NC2CCC1C21CC1,O,9.33,[9.33],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13608,Nc1cc(C2CCNCC2)cc(OC2CCCC2)n1,O,4.7,[4.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13609,O/N=C/c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-],O,7.62,"[8.1, 7.14]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13610,CCCOCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,O,7.1,[7.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13611,C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1.Cl,O,8.95,[8.95],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13612,O=C(O)[C@@H]1O[C@H](Oc2cccc3ccc[nH+]c23)[C@@H](O)[C@H](O)[C@H]1O,O,3.01,[3.01],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13613,CC(C)C([NH2+]c1ccccc1)C(=O)O,O,4.4,[4.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13614,CN1C(=O)CC(=O)NC1=O,O,4.14,[4.14],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13615,COc1ccc(Cl)cc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCC2)cn1,O,2.63,[2.63],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13616,C1CNCNC1,O,8.84,[8.84],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13617,CC1(C(=O)[O-])CCCCC1,O,5.15,[5.15],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13618,Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCCCC1,O,5.06,[5.06],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13619,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,O,8,[8.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13620,CC=C=CC(C)(C)C(=O)O,O,4.58,[4.58],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13621,Clc1cccc(Br)c1[NH+]=C1NCCN1,O,7.93,[7.93],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13622,O=C(O)CI,O,3.16,[3.16],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13623,Cl.N=C(N)NCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,O,5.36,[5.36],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13624,CC(C)NCCCCCCNC(C)C,O,11.21,[11.21],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13625,CC[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,O,9.71,[9.71],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13626,Clc1ccc(Oc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,O,9.28,[9.28],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13627,CN(c1ccc(Nc2c3ccccc3nc3ccccc23)cc1)S(C)(=O)=O,O,6.95,"[6.95, 6.95, 6.95]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13628,Cc1nc2c(OCc3ccccc3)cccn2c1C,O,7,[7.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13629,CCN(CC)CCOCC[NH+](CC)CC,O,8.61,[8.61],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13630,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C3=NO[C@H](CN4CCOCC4)C3)nc2)c(F)c1,O,5.83,[5.83],[https://bit.ly/3wF902t],,,,,,
13631,CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(O)(C(=O)[O-])C1=O,O,9.7,[9.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13632,c1ccc(-c2cnc(-c3ccncc3)o2)cc1,O,4.18,[4.18],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13633,NC(=O)CN(CC[NH+](CC(N)=O)Cc1ccccc1O)Cc1ccccc1O,O,1.89,[1.89],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13634,Cc1cc(C)c2nc(-c3cccnc3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1,O,4.3,[4.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13635,COC1CCN(C(=O)c2cc3cc(OC4CCN(C(C)C)CC4)ccc3[nH]2)CC1,O,9.9,[9.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13636,COc1cc(C(F)(F)F)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nccs3)ccc12,O,6.5,[6.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13637,CN1CCNC(c2nc(N)no2)C1,O,6.2,[6.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13638,c1ccc(CSc2cnn[nH]2)cc1,O,8.2,[8.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13639,c1ccc(CSc2ccncc2)cc1,O,5.41,[5.41],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13640,Nc1ccc2[nH]c(=O)[nH]c2c1,O,5,[5.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13641,Oc1n[nH]c2c(Cl)cccc12,O,7.28,[7.28],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13642,[O-]c1ccc2ccccc2[n+]1O,O,6.88,[6.88],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13643,[NH3+][C@@H](CCC(=O)O)C(=O)O,O,2.08,[2.08],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13644,CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,O,4.35,[4.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13645,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(OCCN2CCCC2)c(-c2cncnc2)c1,O,8.9,[8.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13646,O=C([O-])C=Cc1cccc(Cl)c1,O,4.86,[4.86],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13647,COC(=O)Cc1csc(N)n1,O,4.83,[4.83],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13648,CCN(c1ccccc1)C(C)(C)C,O,8.02,"[8.02, 8.02]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13649,CCOC(=O)COc1ccc(S(=O)(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,O,6.67,[6.67],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13650,CCC(C)N,O,10.56,[10.56],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13651,NS(=O)(=O)c1cc(C(=O)NCCCC(=O)O)c(Cl)cc1Cl,O,8.9,[8.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13652,COC(=O)C(N)Cc1c[nH]cn1,O,7.35,[7.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13653,Cc1cc2cc(n1)OCCCCOc1cccc(c1)C[C@@H]([C@H](O)CNC(C)c1cccc(C(C)C)c1)NC2=O,O,8.5,[8.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13654,CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,O,8.7,[8.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13655,Cc1cnc2cnc(N)nc2n1,O,3.73,[3.73],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13656,COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,O,7.06,[7.06],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13657,CCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)O,O,7.35,[7.35],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13658,COc1cc2c(cc1O)CC[NH2+]C2C,O,10.2,[10.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13659,Nc1ncnc2c1c(Sc1cccc(Cl)c1)nn2CC1CCNCC1,O,10.4,[10.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13660,c1cc2c(cc1CN1CCCC13COC3)OCO2,O,6.3,[6.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13661,C[n+]1cccc2c(O)cccc21,O,6.12,[6.12],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13662,C=C(C)C(=O)NCCN(C)C,O,8.54,[8.54],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13663,CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O,O,3.49,[3.49],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13664,Cn1cnc(=S)c2ccccc21,O,2.96,[2.96],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13665,O=C(O)CP,O,4.07,[4.07],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13666,CCN(CCCC(=O)OC)c1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,O,3.2,[3.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13667,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,O,4.1,[4.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13668,Cc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,O,4.24,[4.24],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13669,Cc1c(O)ccc2c(Cc3ccc(/C=C/C(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc12,O,8.5,[8.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13670,Cc1cc(NC(=O)NC(N)=[NH2+])ccc1Cl,O,7.58,[7.58],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13671,O=C([O-])CS(=O)(=O)c1ccccc1,O,2.44,[2.44],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13672,Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,O,9.23,[9.23],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13673,CCc1cc(N)cc(N2CCc3ccccc3C2)n1,O,9,[9.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13674,[O-]c1ccccc1CN1CCCCC1,O,11.01,[11.01],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13675,Cc1cnc2nc(N)nc(C)c2n1,O,2.66,[2.66],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13676,Nc1ccccc1C(=O)NO,O,9,[9.0],[https://bit.ly/3wF902t],,,,,,
13677,[NH3+]CCCCCCCCCCCC(=O)[O-],O,4.65,[4.65],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13678,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,O,9,"[9.5, 8.5]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13679,C=CC(C)(C)NC(C)(C)CC,O,10.8,[10.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13680,O=c1[nH]c(=O)n(C2CCCO2)cc1F,O,7.71,[7.71],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13681,O=c1cc(O)c2ccc(Cl)cc2[nH]1,O,5.8,[5.8],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13682,CCCN(CCC)CCCNC(=O)/C=N/[O-],O,10.35,[10.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13683,CC1(C)CN2C(CS/C(=N\C3CCCCC3)NC3CCCCC3)=CSC2=N1,O,8,[8.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13684,Oc1ccc2ccccc2c1N=Nc1ccccn1,O,10.3,[10.3],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13685,CC(C)c1cc(C(=O)[O-])cc(C(C)(C)C)c1,O,6.61,[6.61],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13686,OC(O)=C(O)c1ccccc1,O,6.39,[6.39],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13687,CN[C@H]1C[C@]1(C)NC,O,9.05,[9.05],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13688,NCC1(Cc2noc(=O)[nH]2)CCCCC1,O,5.24,[5.24],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13689,CCCCCCCCCCCCNCC(F)F,O,7.5,[7.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13690,CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],O,8.03,[8.03],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13691,Cc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCCc3c[nH]c4ccccc34)O[C@@H]2COCCCCCN)cn1,O,6.1,[6.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13692,C1CCN(C2CC[NH2+]CC2)CC1,O,7.97,[7.97],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13693,CCCNC(=O)[C@H](Cc1c[nH]c[nH+]1)NC(=O)c1cccc(CNCC[NH3+])n1,O,5.9,[5.9],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13694,[O-]c1ccnc[nH+]1,O,1.77,[1.77],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13695,O=C(C[n+]1cccc2c3ccccc3ccc21)c1ccc([N+](=O)[O-])cc1,O,9.45,[9.45],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13696,Cc1csc(NC(=O)c2nc(C)cc3cc[nH]c23)n1,O,5.6,[5.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13697,CN1CCN2c3ccccc3Cc3ccccc3C2C1,O,7.75,"[8.4, 7.1]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13698,CC(C)c1cc(C(=O)N2Cc3ccc(CN(C)C)cc3C2)c(O)cc1O,O,9.2,[9.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13699,c1ccc(Oc2ccccn2)cc1,O,2.35,[2.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13700,Cl.Cl.O=[N+]([O-])c1ncn(CCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)n1,O,7.85,[7.85],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13701,Cc1cccc(C(=O)O)c1Cl,O,3,[3.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13702,[NH3+][C@@H](Cc1c[nH+]c[nH]1)C(=O)O,O,1.8,[1.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13703,Cc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,O,6.45,[6.45],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13704,C[NH+]1CCCCC(=O)C(O)CCCC1,O,9.1,[9.1],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13705,CCN(CC)c1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,O,5.2,[5.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13706,CC[NH+](CC)CC(=O)NC1c2ccccc2-c2ccccc21,O,7.98,[7.98],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13707,Nc1cc(Br)cc(Br)c1,O,2.415,"[2.49, 2.34]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13708,COc1nc(C)nc(NC(=O)[N-]S(=O)(=O)c2ccccc2Cl)n1,O,3.6,[3.6],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13709,Cc1[nH]ccc1C(=O)O,O,5.8,[5.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13710,Cc1ccnc([S-])[nH+]1,O,2.2,[2.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13711,CCN(CC)Cc1c(C)cccc1O,O,8.65,[8.65],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13712,Cn1nc(/N=N/O)nc1Cl,O,5.17,[5.17],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13713,O=C1NC2(CCc3ccccc32)C(=O)N1CCCN1CCc2ccccc2C1,O,10.93,[10.93],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13714,CSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,O,5.59,[5.59],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13715,CCNc1cc[nH]c(=O)n1,O,4.56,[4.56],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13716,CN1CCSC(=NO)C1=O,O,9.07,[9.07],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
13717,CC[C@H]1[C@H]2C[C@@H]3[C@@H]4C(C)c5ccccc5[C@]45C[C@@H](C2[C@@H]5O)N3[C@@H]1O,O,8.2,[8.2],[https://bit.ly/3wF902t],,,,,,
13718,COc1ccc(O)c(/C=N/NC(=O)Cc2ccccc2)c1,O,2.9,[2.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13720,c1cc2c(cc1CN1CCC3(COC3)C1)OCO2,O,8.1,[8.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13721,CC(C)/C=C/C(=O)O,O,4.7,[4.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13722,FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,O,6.7,"[6.7, 6.7, 6.7]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., https://bit.ly/3wF902t, Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
13723,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(Cl)cc1,O,4.4,[4.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13724,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12,O,4.9,[4.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13725,CCc1nc2c(C)cc(C)nc2n1Cc1cc(Cl)c(O)c(Cl)c1,O,7.2,[7.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
13726,CN(C)CCCC#N,O,8.7,"[8.7, 8.7]","[https://bit.ly/3wF902t, Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
13727,N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3CC(F)(F)CN23)cc1,O,2,[2.0],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
13728,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,O,7.39,[7.39],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
13729,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccncc23)cc1,O,5.73,"[5.73, 5.73]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
