,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all),Acid type,Solvent name
2841,C[NH2+]c1ccccc1,C1CCOC1,-,methyl(phenyl)azanium,4.8,[4.8],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2842,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)Nc1ccccc1O2,CC#N,26103-32-2,"1,3-dinitro-10H-phenoxazine",22.4,[22.4],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",amine,acetonitrile
2843,COc1ccc(S(=O)(=O)NC(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,5.95,"[3.6, 8.3]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2844,C1C[NH+]2CCN1CC2,CC#N,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,18.29,[18.29],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
2845,COC(=O)[C@](C)(CC(=O)O)c1ccc([N+](=O)[O-])cc1,O,0,0,4.07,[4.07],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2846,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)C[NH3+],O,0,0,8.6,[8.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2847,CN(C)c1cccc2cccc([NH+](C)C)c12,CS(=O)C,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,7.47,[7.47],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2848,CC[C@H]1C[NH2+]1,O,0,0,8.31,[8.31],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2849,Oc1ccc(Br)cc1,CC#N,106-41-2,4-bromophenol,25.53,[25.53],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",phenol,acetonitrile
2850,O=C(O)C(O)(O)C(O)(O)C(=O)O,CC#N,76-30-2,"2,2,3,3-tetrahydroxybutanedioic acid",13.7,[13.7],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
2851,CC(=O)O,CN(C)C=O,64-19-7,acetic acid,13.5,[13.5],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",carboxylic acid,DMF
2852,CCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.95,[6.95],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2853,Cc1c(F)c(F)c(C(C#N)C#N)c(F)c1F,CC#N,64934-71-0,"2-(2,3,5,6-tetrafluoro-4-methylphenyl)propanedinitrile",14.61,"[17.57, 13.87, 13.87, 13.87, 13.87]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
2854,Oc1cccc(C(F)(F)F)c1,O,0,0,9.015,"[8.95, 9.08]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,water
2855,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,CC#N,101-20-2,"1-(4-chlorophenyl)-3-(3,4-dichlorophenyl)urea",27.95,[27.95],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,acetonitrile
2856,Cc1[nH]c(=[NH2+])sc1C,O,0,0,6.3,[6.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2857,C[NH2+]CC(=O)O,O,0,0,6.265,"[10.18, 2.35]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2858,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],O,0,0,4.15,[4.15],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2859,COc1ccc([NH3+])cc1Br,O,0,0,4.08,[4.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2860,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CC[NH2+]CC2)c1[O-])Nc1cccc(F)c1Cl,O,0,0,8.5,[8.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2861,CC(=O)OCC[NH3+],O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2862,NS(=O)(=O)c1ccccc1C[NH3+],O,0,0,8.53,[8.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2863,O=C(O)c1ccccc1O,CC#N,69-72-7,2-hydroxybenzoic acid,16.7,[16.7],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
2864,CC[C@@](CC(=O)OC)(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,O,0,0,3.7,[3.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2865,C=C(c1ccccc1)c1ccc([NH3+])cc1,O,0,0,4.18,[4.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2866,C[NH2+]Cc1ccc(OC)cc1,O,0,0,9.97,[9.97],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2867,CSc1ccc([NH3+])cc1[N+](=O)[O-],O,0,0,2.47,[2.47],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2868,CC(C)(C#N)[NH+]1CCCCC1,O,0,0,9.22,[9.22],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2869,c1ccc2c[nH+]ccc2c1,CC#N,-,isoquinolin-2-ium,12.685,"[12.69, 12.68]","[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
2870,CCOC(=O)C(C#N)c1c(F)c(F)c(Cl)c(F)c1F,CS(=O)C,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",4.5,[4.5],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DMSO
2871,[NH3+]c1ccc(SC(F)(F)C(F)F)cc1,O,0,0,2.87,[2.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2872,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,O,0,0,4.7,[4.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2873,Oc1ccc2ccccc2c1,O,0,0,9.57,[9.57],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2874,CCOCC(=O)O,O,0,0,3.84,[3.84],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2875,CC(=O)CCC[NH+](C)C,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2876,COc1ccc(S)cc1,O,0,0,6.77,[6.77],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
2877,CC[NH+](CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,O,0,0,8.435,"[7.52, 9.35]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2878,CC(C)[C@H]([NH3+])c1ccccc1,O,0,0,9.85,[9.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2879,CCC(CC)C[N@@H+](CC[N+]1(C)CCCCC1)c1ccccc1,O,0,0,3.79,[3.79],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2880,Cc1c(F)c(F)c(O)c(F)c1F,CC#N,1644-90-2,"2,3,5,6-tetrafluoro-4-methylphenol",20.3,[20.3],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",phenol,acetonitrile
2881,O=[N+]([O-])c1ccc([NH2+]Cc2cccc(Br)c2)c([N+](=O)[O-])c1,O,0,0,-5.49,[-5.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2882,O=C(O)c1cc([N+](=O)[O-])ccc1Cl,O,0,0,2.17,[2.17],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2883,CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,6.1,[6.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2884,O=C([C@H]1CCCC[NH2+]1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,O,0,0,9,[9.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2885,COc1ccc2ccc([NH3+])cc2c1,O,0,0,4.19,[4.19],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2886,O=C(O)CCC(=O)O,O,0,0,4.21,[4.21],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2887,NS(=O)(=O)c1ccccc1,CC#N,98-10-2,benzenesulfonamide,25.62,"[24.61, 26.63]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,acetonitrile
2888,O=C(O)[C@@H](Br)CBr,O,0,0,2.33,[2.33],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2889,COC(=O)CCC(C(=O)O)(c1ccccc1)c1ccccc1,O,0,0,4,[4.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2890,[NH3+]c1cc2c3c(cccc3c1)CC2,O,0,0,4.5,[4.5],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2891,[NH3+]c1ccc(-c2ccccc2)cc1,O,0,0,4.27,[4.27],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2892,CS(=O)(=O)CC(=O)O,O,0,0,2.36,[2.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2893,C1C[NH2+]CCN1,CC#N,8057-14-5,piperazin-1-ium,18.69,[18.69],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
2894,[NH3+]c1ccc2ccccc2c1,O,0,0,4.16,[4.16],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2895,O=C([N-]S(=O)(=O)c1ccccc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,8.1,[8.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2896,Cc1nc2ccncc2nc1O,O,0,0,8.33,[8.33],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2897,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,O,0,0,3.6,[3.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2898,O=S(=O)(F)c1cc(S(=O)(=O)F)c(O)c(S(=O)(=O)F)c1,CC#N,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",5.286666667,"[5.25, 5.25, 5.22, 5.25, 5.53, 5.22]","[ Kutt et al., J. Org. Chem., 2011, 76, 391-395., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,acetonitrile
2899,c1cc[nH+]nc1,CS(=O)C,-,pyridazin-1-ium,1.8,[1.8],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2900,CC[NH+](CC)CCC(=O)Cc1ccccc1,O,0,0,9.4,[9.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2901,O=C(O)Cc1ccc(Cl)cc1,O,0,0,4.19,[4.19],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2902,[NH3+]c1ccc(F)c(Cl)c1,O,0,0,3.66,[3.66],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2903,C[NH+](C)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O,0,0,-1,[-1.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2904,CC(C)[NH2+]C[C@H](O)c1ccc(Br)cc1,O,0,0,9.26,[9.26],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2905,Cc1cc(O)cc(C)c1Cl,O,0,0,9.7,[9.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2906,[NH3+]c1c(Br)cccc1Br,O,0,0,0.35,[0.35],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2907,Cc1cc(O)nc(C)n1,O,0,0,9.82,[9.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2908,COCCc1ccc(OC[C@H](O)C[NH2+]C(C)C)cc1,O,0,0,9.65,"[9.6, 9.7]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997., Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2909,CC(C)(C)c1cccc([NH3+])c1,O,0,0,4.66,[4.66],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2910,CC(C)(C)Sc1ccc([NH3+])cc1,O,0,0,3.44,[3.44],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2911,O=C(c1ccccc1)N1CC[NH2+]CC1,O,0,0,7.75,[7.75],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2912,[NH3+]C[C@H]1C=CCS1,O,0,0,8.92,[8.92],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2913,CC[C@@H](C)CC(=O)O,O,0,0,4.766,[4.766],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2914,O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1Cl,C(CCl)Cl,64646-01-1,4-chloro-N-((4-chloro-3-nitrophenyl)sulfonyl)-3-nitrobenzenesulfonamide,40.4,"[40.4, 40.4]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,DCE
2915,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,CC#N,62325-37-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",16.015,"[16.01, 16.02, 16.02, 16.01]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
2916,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,O,0,0,2.7,[2.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2917,[NH3+]c1cccc(-c2cc(=O)c3ccccc3o2)c1,O,0,0,3.56,[3.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2918,CSc1ncnc(O)c1C,O,0,0,9.12,[9.12],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2919,Cc1cccc(S(N)(=O)=O)c1,CC#N,1899-94-1,3-methylbenzenesulfonamide,24.67,[24.67],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",amine,acetonitrile
2920,CCC[C@H]([NH3+])c1ccccc1,O,0,0,9.45,[9.45],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2921,O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1,CC#N,138-42-1,4-nitrobenzenesulfonic acid,6.4,"[6.6, 6.4, 6.3, 6.3, 6.4]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.,  Kutt et al., J. Org. Chem., 2011, 76, 391-395., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",sulfonic acid,acetonitrile
2922,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(Cl)c(F)c1F,CS(=O)C,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",7.5,"[7.5, 7.5]","[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,DMSO
2923,COc1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,8.3,[8.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2924,CC[NH3+],CS(=O)C,16999-99-8,ethylazanium,10.9,[10.9],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2925,Nc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,CS(=O)C,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",12.5,[12.5],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,DMSO
2926,Cc1cccc([N+](=O)[O-])c1[NH3+],O,0,0,-0.71,[-0.71],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2927,Cc1ccccc1[NH3+],O,0,0,4.39,[4.39],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2928,O=[N+]([O-])c1cccc([N+](=O)[O-])c1Nc1ccc(Cl)cc1Cl,O,0,0,12.53,[12.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2929,O=C(O)c1c(O)cccc1O,CC#N,303-07-1,"2,6-dihydroxybenzoic acid",12.6,[12.6],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
2930,O=S(=O)(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,O,0,0,5.6,[5.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2931,Cn1c(=O)c2c([nH+]cn2C)n(C)c1=O,O,,"1,3,7-trimethylpurin-7-ium-2,6-dione",0.6,[0.6],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,water
2932,CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,O,0,0,3.3,[3.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2933,COc1ccc(CCC(=O)O)cc1,O,0,0,4.69,[4.69],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2934,CC[NH+](CC)CC,CS(=O)C,17440-81-2,triethylazanium,9,"[9.0, 9.0]","[Kutt et al., Tetrahedron Lett., 2018., Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
2935,C[NH2+]c1ccccc1C(=O)OC,O,0,0,3.53,[3.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2936,C1CC[NH2+]C1,O,0,0,11.285,"[11.3, 11.27]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
2937,CC(=O)c1ccccc1C(=O)O,O,0,0,4.13,[4.13],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2938,CC[NH+](CC)CCC(C)=O,O,0,0,9.04,[9.04],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2939,CCC(=O)C(C[C@H](C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.68,[6.68],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2940,CCc1ccc(O)c2c(CC)c(C)oc12,O,0,0,9.94,[9.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2941,CC(C)(C)c1ccc([NH3+])cc1,O,0,0,4.95,[4.95],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2942,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,O,0,0,4.2,[4.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
2943,Oc1ccc2cccnc2c1,O,0,0,8.87,[8.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2944,[NH3+]CCCCC(Cl)(Cl)Cl,O,0,0,10.12,[10.12],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2945,Cc1ccc([NH3+])cc1C,O,0,0,5.17,[5.17],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2946,C[C@H]1CC[N@H+](C)[C@@H](C)C1,O,0,0,10.09,[10.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2947,O=C(O)c1ccccc1,O,0,0,4.143333333,"[3.98, 4.25, 4.2]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Kutt et al., Tetrahedron Lett., 2018., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",carboxylic acid,water
2948,O=S(=O)(N=S(=O)(NS(=O)(=NS(=O)(=O)C(F)(F)F)c1ccccc1)c1ccccc1)C(F)(F)F,C(CCl)Cl,771460-54-9,"1,1,1-trifluoro-N-[oxo-phenyl-[[S-phenyl-N-(trifluoromethylsulfonyl)sulfonimidoyl]amino]-λ6-sulfanylidene]methanesulfonamide",33.6,[33.6],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,DCE
2949,C[C@@H](O)C[NH+](C[C@@H](C)O)C(C)(C)C,O,0,0,9.4,[9.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2950,O=C(O)[C@H](O)c1cccc(F)c1,O,0,0,4.24,[4.24],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
2951,CCOP(=O)(C[NH+](CC)CC)OCC,O,0,0,6.4,[6.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2952,NCCC[NH3+],C1CCOC1,-,3-aminopropylazanium,14.8,[14.8],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
2953,CCOc1ccnc(O)n1,O,0,0,10.7,[10.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
2954,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cccc(F)c2C(N)=[NH+]3)cc1,O,0,0,9,[9.0],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2955,O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,CC#N,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,9.17,"[9.17, 9.17, 9.17, 9.17]","[ Kutt et al., J. Org. Chem., 2011, 76, 391-395., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
2956,Cc1ncnc2c(O)cccc12,O,0,0,8.77,[8.77],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
2957,C[NH2+]CCc1ccccn1,O,0,0,9.89,"[10.0, 9.78]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997., Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2958,C[Si](C)(C[NH3+])c1ccccc1,O,0,0,10.36,[10.36],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
2959,O=C(O)C(Cl)(Cl)Cl,CC#N,76-03-9,"2,2,2-trichloroacetic acid",10.75,[10.75],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
