Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
C(C(CCl)(Cl)Cl)[NH3+:4],O,0,0,6,['6.0'],['hunt_et_al']
C1CCC(C1)[NH3+:6],O,0,0,10.65,['10.65'],['hunt_et_al']
CCCCC(=O)[OH:7],O,0,0,4.85,['4.85'],['hunt_et_al']
COc1ccc(cc1)CC(=O)[OH:11],O,0,0,4.36,['4.36'],['hunt_et_al']
c1ccc(cc1)C[S@](=O)[OH:9],O,0,0,1.45,['1.45'],['hunt_et_al']
CC[C@@H](C)[NH2+:9][C@H](C)CC,O,0,0,10.91,['10.91'],['hunt_et_al']
CC[NH+:12](CC)CCCP(=O)(OCC)OCC,O,0,0,9.35,['9.35'],['hunt_et_al']
C(C(=O)[OH:6])C(=O)O,O,0,0,2.85,['2.85'],['hunt_et_al']
c1ccc(c(c1)/C=C/C(=O)[OH:11])Br,O,0,0,4.33,['4.33'],['hunt_et_al']
CCC[C@H](C)C(=O)[OH:8],O,0,0,4.782,['4.782'],['hunt_et_al']
CC(C)(C)[NH+:7](C)C,O,0,0,10.29,['10.29'],['hunt_et_al']
c1ccc2c(c1)cccc2CC(=O)[OH:14],O,0,0,4.23,['4.23'],['hunt_et_al']
CC(C)(C)c1cccc(c1)C(=O)[OH:13],O,0,0,4.204,['4.204'],['hunt_et_al']
c1cc(c(cc1N(=O)=O)Cl)C(=O)[OH:12],O,0,0,1.96,['1.96'],['hunt_et_al']
CC(=O)[OH:4],O,0,0,4.55,['4.55'],['hunt_et_al']
Cc1cc2ccccc2c(c1C)C(=O)[OH:15],O,0,0,3.28,['3.28'],['hunt_et_al']
Cc1cccc(c1)C[NH3+:9],O,0,0,9.45,['9.45'],['hunt_et_al']
C[NH2+:9]Cc1ccccc1,O,0,0,9.59,['9.59'],['hunt_et_al']
CCOP(=O)(c1ccc(cc1)C(=O)[OH:14])OCC,O,0,0,3.6,['3.6'],['hunt_et_al']
C[NH+:18]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,O,0,0,9.84,['9.84'],['hunt_et_al']
C[C@@H](c1ccccc1)[NH3+:9],O,0,0,9.35,['9.35'],['hunt_et_al']
COc1cc(ccc1[OH:11])CC=C,O,0,0,10.19,['10.19'],['hunt_et_al']
c1cc(ccc1[NH3+:13])S(=O)(=O)c2ccc(cc2)Cl,O,0,0,1.38,['1.38'],['hunt_et_al']
c1ccc2c(c1)c(c[nH]2)CC(=O)[OH:13],O,0,0,4.75,['4.75'],['hunt_et_al']
C1CC[C@@H]([C@H](C1)C(=O)[OH:9])O,O,0,0,4.34,['4.34'],['hunt_et_al']
Cc1c(c(c(c(c1[OH:11])C)C)O)C,O,0,0,11.25,['11.25'],['hunt_et_al']
CC(=O)c1ccc(cc1)[OH:10],O,0,0,8.05,['8.05'],['hunt_et_al']
c1cc(c(cc1N(=O)=O)N(=O)=O)[OH:13],O,0,0,4.073,['4.073'],['hunt_et_al']
c1cc(c(cc1O)O)C(=O)[OH:11],O,0,0,3.22,['3.22'],['hunt_et_al']
c1ccc(cc1)[C@H](C[NH3+:9])O,O,0,0,8.79,['8.79'],['hunt_et_al']
C[C@H](C[NH+:8](C)C)OC(=O)C,O,0,0,8.32,['8.32'],['hunt_et_al']
c1cc(c(cc1N(=O)=O)[OH:13])N(=O)=O,O,0,0,5.21,['5.21'],['hunt_et_al']
c1ccc2cc(ccc2c1)CC(=O)[OH:14],O,0,0,4.3,['4.3'],['hunt_et_al']
CC(C)(C)C[NH2+:12]c1ccccc1,O,0,0,4.17,['4.17'],['hunt_et_al']
c1cc(ccc1CCC(=O)[OH:14])N(=O)=O,O,0,0,4.54,['4.54'],['hunt_et_al']
Cc1cc(cc(c1[OH:11])C)C#N,O,0,0,8.27,['8.27'],['hunt_et_al']
Cc1cc(ccc1OCC(=O)[OH:11])Cl,O,0,0,3.28,['3.28'],['hunt_et_al']
COc1cc(ccc1O)C[NH3+:9],O,0,0,8.94,['8.94'],['hunt_et_al']
c1cc(ccc1[C@@]23CCCC[C@@H]2C3)[NH3+:14],O,0,0,4.78,['4.78'],['hunt_et_al']
Cc1c(c(nc([nH+:8]1)NC)C)Br,O,0,0,3.52,['3.52'],['hunt_et_al']
c1ccc(cc1)CCC(=O)[OH:11],O,0,0,4.664,['4.664'],['hunt_et_al']
Cc1cc(ccc1C(=O)[OH:13])N(=O)=O,O,0,0,2.95,['2.95'],['hunt_et_al']
c1cc(ccc1CC(=O)[OH:13])N(=O)=O,O,0,0,3.85,['3.85'],['hunt_et_al']
c1ccc(c(c1)C(=O)[OH:10])O,O,0,0,2.78,['2.78'],['hunt_et_al']
C[NH2+:10]C[C@@H](c1ccc(cc1)O)O,O,0,0,9.6,['9.6'],['hunt_et_al']
C[N@H+:18]1[C@H]2CC[C@@H]1[C@@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,O,0,0,8.7,['8.7'],['hunt_et_al']
Cc1ccc2ccccc2c1C(=O)[OH:14],O,0,0,3.107,['3.107'],['hunt_et_al']
C(C(=O)[OH:4])F,O,0,0,2.59,['2.59'],['hunt_et_al']
C(C(=O)[OH:4])Cl,O,0,0,2.87,['2.87'],['hunt_et_al']
C(C(=O)[OH:4])Br,O,0,0,2.89,['2.89'],['hunt_et_al']
C(C(=O)[OH:4])(Cl)Cl,O,0,0,1.26,['1.26'],['hunt_et_al']
C(=O)(C(Cl)(Cl)Cl)[OH:4],O,0,0,0.51,['0.51'],['hunt_et_al']
C(CCl)C(=O)[OH:5],O,0,0,3.99,['3.99'],['hunt_et_al']
C(CI)C(=O)[OH:5],O,0,0,4.09,['4.09'],['hunt_et_al']
C/C=C/C=C/C(=O)[OH:8],O,0,0,4.5,['4.5'],['hunt_et_al']
Cc1cc(nc(n1)NC(=O)[NH:19]S(=O)(=O)c2ccccc2C(=O)OC)C,O,0,0,5.2,['5.2'],['hunt_et_al']
Cc1nc(nc(n1)OC)NC(=O)[NH:17]S(=O)(=O)c2ccsc2C(=O)OC,O,0,0,4,['4.0'],['hunt_et_al']
C(C(=O)O)[SH:5],O,0,0,10.4,['10.4'],['hunt_et_al']
C(C(=O)[O-])[SH:5],O,0,0,10.4,['10.4'],['hunt_et_al']
Cc1nc(nc(n1)OC)NC(=O)[NH:19]S(=O)(=O)c2ccccc2OCCCl,O,0,0,4.64,['4.64'],['hunt_et_al']
Cc1nc(nc(n1)OC)N(C)C(=O)[NH:19]S(=O)(=O)c2ccccc2C(=O)OC,O,0,0,4.7,['4.7'],['hunt_et_al']
c1c(c(nc(c1Cl)Cl)OCC(=O)[OH:10])Cl,O,0,0,3.97,['3.97'],['hunt_et_al']
Cc1cccc(c1S(=O)(=O)[NH:22]C(=O)Nc2nc(nc(n2)OCC(F)(F)F)N(C)C)C(=O)OC,O,0,0,4.4,['4.4'],['hunt_et_al']
CC(=O)c1ccc(cc1)[SH:10],O,0,0,5.33,['5.33'],['hunt_et_al']
C([C@H]([C@H]([C@@H]([C@H](C[SH:12])O)O)O)O)O,O,0,0,9.35,['9.35'],['hunt_et_al']
C(C(F)F)[OH:3],O,0,0,13.11,['13.11'],['hunt_et_al']
C(CF)[OH:3],O,0,0,14.2,['14.2'],['hunt_et_al']
CS(=O)(=O)CC[SH:6],O,0,0,7.9,['7.9'],['hunt_et_al']
Cc1cc(ccc1[OH:8])Cl,O,0,0,9.71,['9.71'],['hunt_et_al']
c1cc(cc(c1)Cl)[SH:7],O,0,0,5.78,['5.78'],['hunt_et_al']
COc1cccc(c1)[SH:9],O,0,0,6.39,['6.39'],['hunt_et_al']
Cc1cccc(c1)[SH:8],O,0,0,6.66,['6.66'],['hunt_et_al']
c1cc(ccc1[SH:7])Br,O,0,0,6.02,['6.02'],['hunt_et_al']
CCCc1ccc(cc1)[OH:10],O,0,0,10.34,['10.34'],['hunt_et_al']
C=CC[OH:4],O,0,0,15.52,['15.52'],['hunt_et_al']
COc1cc(nc(n1)NC(=O)[NH:20]S(=O)(=O)Cc2ccccc2C(=O)OC)OC,O,0,0,5.2,['5.2'],['hunt_et_al']
CC(C)N1C(=O)c2ccccc2[NH:11]S1(=O)=O,O,0,0,3.3,['3.3'],['hunt_et_al']
Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3ccc(c4c3cccc4)OCC[NH+:34]5CCOCC5,O,0,0,6.41,['6.41'],['hunt_et_al']
CCC[N@@H+:18]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,O,0,0,8.07,['8.07'],['hunt_et_al']
Cc1cc(ccc1OCC(=O)[O-])C[N@@H+:26](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,O,0,0,6.7,['6.7'],['hunt_et_al']
Cc1cc(ccc1OCC(=O)[OH:29])C[N@@H+](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,O,0,0,2.9,['2.9'],['hunt_et_al']
CCCC[N@H+:19]1CCCC[C@@H]1C(=O)Nc2c(cccc2C)C,O,0,0,8.16,['8.16'],['hunt_et_al']
C[NH+:21](C)CCCN1c2ccccc2CCc3c1cccc3,O,0,0,9.45,['9.45'],['hunt_et_al']
COc1ccc(c(c1)[C@H](CNC(=O)C[NH3+:13])O)OC,O,0,0,7.59,['7.59'],['hunt_et_al']
CC[NH+:23](CC)CC#CCOC(=O)[C@](c1ccccc1)(C2CCCCC2)O,O,0,0,7.5,['7.5'],['hunt_et_al']
C[NH+:17](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,O,0,0,8.3,['8.3'],['hunt_et_al']
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)[NH+:18]3CCOCC3,O,0,0,6.81,['6.81'],['hunt_et_al']
Cc1[nH+:7]cc(n1CCO)N(=O)=O,O,0,0,2.51,['2.51'],['hunt_et_al']
CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH3+:22],O,0,0,8.6,['8.6'],['hunt_et_al']
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)[OH:16],O,0,0,4.2,['4.2'],['hunt_et_al']
Cc1cc(ccc1OCC(=O)[O-])C[N@H+:26]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,O,0,0,5.6,['5.6'],['hunt_et_al']
Cc1cc(ccc1OCC(=O)[OH:30])C[N@H+]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,O,0,0,3.1,['3.1'],['hunt_et_al']
COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@H+:22]3C[C@@H]4C=C)O,O,0,0,8.8,['8.8'],['hunt_et_al']
c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F,O,0,0,8.15,['8.15'],['hunt_et_al']
c1ccc(cc1)/C(=C/C(=O)[OH:12])/C(F)(F)F,O,0,0,2.41,['2.41'],['hunt_et_al']
CCC(CC)NC(=O)c1c(n(nn1)c2ccccc2)[NH:25]S(=O)(=O)c3ccc(cc3)C,O,0,0,3.3,['3.3'],['hunt_et_al']
CCC(CC)n1c(c(c(n1)C)C(=O)N[C@@H](C)C(C)(C)C)[NH:26]S(=O)(=O)c2ccc(cc2)C,O,0,0,4.6,['4.6'],['hunt_et_al']
Cc1c(c(n(n1)C2CCOCC2)[NH:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,O,0,0,5,['5.0'],['hunt_et_al']
c1cc(ccc1c2n[nH:28]nn2)C(=O)N3CCC(CC3)[NH+]4CCC(CC4)Oc5ccc(c(c5)Cl)Cl,O,0,0,3.6,['3.6'],['hunt_et_al']
c1ccc(cc1)S(=O)(=O)[N-]C(=O)N2CCC(CC2)[NH+:25]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,O,0,0,8.1,['8.1'],['hunt_et_al']
c1ccc(cc1)S(=O)(=O)[NH:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,O,0,0,3.3,['3.3'],['hunt_et_al']
CC(C)N1CC[NH+:31](CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,O,0,0,8.26,['8.26'],['hunt_et_al']
CC(C)[NH+:32]1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,O,0,0,8.26,['8.26'],['hunt_et_al']
C[C@H](CO)Nc1c2ccc(=O)[nH:20]c2nc(n1)SCc3cccc(c3F)F,O,0,0,10.5,['10.5'],['hunt_et_al']
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[OH:22])C,O,0,0,3.32,['3.32'],['hunt_et_al']
Cc1[nH]cc[nH+:5]1,O,0,0,7.8,['7.8'],['hunt_et_al']
c1ccc2c(c1)[nH]c([nH+:8]2)N,O,0,0,7.2,['7.2'],['hunt_et_al']
c1cc2cccc3c2c(c1)NC(=[NH+:12]3)N,O,0,0,7.6,['7.6'],['hunt_et_al']
c1cc(c(c2c1[C@@H](C2)C[NH3+:10])O)O,O,0,0,8.5,['8.5'],['hunt_et_al']
c1cc(c(c2c1[C@@H](C2)C[NH3+])O)[OH:11],O,0,0,10.4,['10.4'],['hunt_et_al']
c1cc(c(c2c1[C@@H](C2)C[NH3+])[OH:12])O,O,0,0,10.4,['10.4'],['hunt_et_al']
c1ccc2c(c1)nc(o2)SCc3cccc[nH+:14]3,O,0,0,4.3,['4.3'],['hunt_et_al']
c1ccc2c(c1)C(=[NH+:13][C@@H](N2)c3ccco3)N,O,0,0,9.13,['9.13'],['hunt_et_al']
Cc1c(c([nH+:22][nH]1)C)Cc2c(c3c(=O)n(c(=O)n(c3s2)CC(C)C)C)C(=O)N4C[C@@H](CO4)O,O,0,0,3.4,['3.4'],['hunt_et_al']
C[C@H](CO)Nc1c2c([nH:18]c(=O)s2)nc(n1)SCc3ccccc3,O,0,0,7,['7.0'],['hunt_et_al']
C[N@@H+:18]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,O,0,0,8.92,['8.92'],['hunt_et_al']
c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH2+:23]CC5,O,0,0,8.7,['8.7'],['hunt_et_al']
Cc1cc[nH+:7]c(c1N)N,O,0,0,7.2,['7.2'],['hunt_et_al']
CC[NH+:16](CC)CCNC(=O)c1ccc(cc1)N,O,0,0,9.29,['9.29'],['hunt_et_al']
c1ccc2c(c1)cccc2CC3=[NH+:15]CCN3,O,0,0,10.3,['10.3'],['hunt_et_al']
CC(C)[NH2+:17]C[C@H](COc1ccc(cc1)CCC(=O)OC)O,O,0,0,9.5,['9.5'],['hunt_et_al']
C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,O,0,0,7.88,['7.88'],['hunt_et_al']
CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,O,0,0,7.88,['7.88'],['hunt_et_al']
C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,O,0,0,10.71,['10.71'],['hunt_et_al']
CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,O,0,0,10.71,['10.71'],['hunt_et_al']
C(C(=O)N[OH:5])Cl,O,0,0,8.4,['8.4'],['hunt_et_al']
C[C@H](CCC(=O)[OH:26])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,O,0,0,4.98,['4.98'],['hunt_et_al']
c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,O,0,0,9.1,['9.1'],['hunt_et_al']
c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[OH:23])C4CC4,O,0,0,5.77,['5.77'],['hunt_et_al']
c1cc(nc(c1Cl)C(=O)[OH:9])Cl,O,0,0,2.32,['2.32'],['hunt_et_al']
C/C(=N\NC(=O)Nc1cc(cc(c1)F)F)/c2c(cccn2)C(=O)[OH:22],O,0,0,3.18,['3.18'],['hunt_et_al']
CC[C@H](C)c1cc(cc(c1[OH:17])N(=O)=O)N(=O)=O,O,0,0,4.62,['4.62'],['hunt_et_al']
CCOc1nc(nc(n1)NC(=O)[NH:21]S(=O)(=O)c2ccccc2C(=O)OC)NC,O,0,0,4.2,['4.2'],['hunt_et_al']
COc1cc(nc(n1)NC(=O)[NH:20]S(=O)(=O)c2c(ccc(n2)C(F)(F)F)C(=O)OC)OC,O,0,0,4.9,['4.9'],['hunt_et_al']
C/C=C\c1ccc(c(c1)OC)[OH:11],O,0,0,9.88,['9.88'],['hunt_et_al']
C(C[SH:4])O,O,0,0,9.72,['9.72'],['hunt_et_al']
COCC[OH:4],O,0,0,14.82,['14.82'],['hunt_et_al']
CCCC[NH2+:6]C,O,0,0,10.9,['10.9'],['hunt_et_al']
CC(=O)NCC[SH:7],O,0,0,9.92,['9.92'],['hunt_et_al']
CC(=O)N[C@@H](C[SH:10])C(=O)[O-],O,0,0,9.52,['9.52'],['hunt_et_al']
CC(C)(C)C[OH:6],O,0,0,16.04,['16.04'],['hunt_et_al']
CC(C)c1ccc(cc1)[OH:10],O,0,0,10.24,['10.24'],['hunt_et_al']
c1ccc(cc1)CC(=O)N[OH:11],O,0,0,9.19,['9.19'],['hunt_et_al']
c1ccc(cc1)CC[OH:9],O,0,0,15.48,['15.48'],['hunt_et_al']
c1cc(c(c2c1cc(cn2)Cl)C(=O)[OH:13])Cl,O,0,0,4.34,['4.34'],['hunt_et_al']
Cc1cc2ccc(c(c2nc1)C(=O)[OH:14])Cl,O,0,0,3.96,['3.96'],['hunt_et_al']
C[C@@H]1CN(C[C@@H]([NH2+:20]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,O,0,0,8.94,['8.94'],['hunt_et_al']
C[C@@H]1CN(C[C@@H]([NH2+]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[OH:26])C4CC4)N)F,O,0,0,6.31,['6.31'],['hunt_et_al']
c1c(cc(c(c1Cl)[OH:7])Cl)Cl,O,0,0,6.23,['6.23'],['hunt_et_al']
c1cc(c(cc1Cl)[OH:7])Cl,O,0,0,7.51,['7.51'],['hunt_et_al']
c1c(cc(c(c1Cl)[OH:7])Cl)Br,O,0,0,6.21,['6.21'],['hunt_et_al']
c1c(cc(cc1Cl)Cl)C(=O)[OH:9],O,0,0,3.54,['3.54'],['hunt_et_al']
Cc1ccc(c(c1)[OH:11])N(=O)=O,O,0,0,7.25,['7.25'],['hunt_et_al']
C(=O)(C(=O)O)[OH:5],O,0,0,1.27,['1.27'],['hunt_et_al']
C(=O)(C(=O)[O-])[OH:5],O,0,0,4.29,['4.29'],['hunt_et_al']
Cc1cc(cc(c1Cl)C)[OH:9],O,0,0,9.7,['9.7'],['hunt_et_al']
C1CC(CCC1C(=O)[O-])[NH3+:8],O,0,0,10.5,['10.5'],['hunt_et_al']
C1CC(CCC1C(=O)[OH:10])[NH3+],O,0,0,4.3,['4.3'],['hunt_et_al']
CC(C)C(=O)[OH:6],O,0,0,4.84,['4.84'],['hunt_et_al']
c1ccc(cc1)CCCCC(=O)[OH:13],O,0,0,4.56,['4.56'],['hunt_et_al']
C[N+](C)(C)c1cccc(c1)CC(=O)[OH:14],O,0,0,3.66,['3.66'],['hunt_et_al']
COc1cc2ccccc2cc1C(=O)[OH:14],O,0,0,3.8,['3.8'],['hunt_et_al']
C[C@@](CC(=O)OC)(c1ccccc1)C(=O)[OH:15],O,0,0,4.15,['4.15'],['hunt_et_al']
CCCCc1ccc(cc1)[C@H](C(=O)[OH:14])O,O,0,0,3.58,['3.58'],['hunt_et_al']
CCCc1ccc(c(c1)CCC)[OH:13],O,0,0,10.91,['10.91'],['hunt_et_al']
C[N+](C)(C)c1cccc(c1)CCC(=O)[OH:15],O,0,0,4.17,['4.17'],['hunt_et_al']
C[N+](C)(C)c1ccc(cc1)CCC(=O)[OH:15],O,0,0,4.22,['4.22'],['hunt_et_al']
C[C@@](Cc1ccc(cc1)N(=O)=O)(CC(=O)[OH:19])C(=O)OC,O,0,0,4.45,['4.45'],['hunt_et_al']
c1ccc2c(c1)ccc(c2[OH:17])/N=N/c3nccs3,O,0,0,9.1,['9.1'],['hunt_et_al']
CC(C)(C)c1ccc(c(c1)C(C)(C)C)[OH:15],O,0,0,11.72,['11.72'],['hunt_et_al']
CC(C)(C)c1cccc(c1[OH:15])C(C)(C)C,O,0,0,11.7,['11.7'],['hunt_et_al']
c1ccc2c(c1)ccc(c2[OH:19])/N=N/c3ccccn3,O,0,0,7.9,['7.9'],['hunt_et_al']
c1ccc(cc1)N(C(=O)c2cc(cc(c2)N(=O)=O)C(F)(F)F)[OH:20],O,0,0,7.85,['7.85'],['hunt_et_al']
c1ccc(cc1)N(C(=O)c2ccccc2C(F)(F)F)[OH:17],O,0,0,7.88,['7.88'],['hunt_et_al']
c1ccc2c(c1)ccc(c2/N=N/c3ccccn3)[OH:19],O,0,0,11.2,['11.2'],['hunt_et_al']
CC(=O)c1cc(c(c(c1)C(C)(C)C)[OH:18])C(C)(C)C,O,0,0,8.68,['8.68'],['hunt_et_al']
CC1([C@H](N2[C@@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[OH:22])C,O,0,0,2.72,['2.72'],['hunt_et_al']
CC(=[NH2+:3])N,O,0,0,12.4,['12.4'],['hunt_et_al']
CCO[Si](C)(C[NH3+:7])OCC,O,0,0,9.2,['9.2'],['hunt_et_al']
CC(C)(C[NH3+:5])O,O,0,0,9.25,['9.25'],['hunt_et_al']
CC(C)(CO)[NH3+:5],O,0,0,9.71,['9.71'],['hunt_et_al']
CC(C)(C)[NH3+:5],O,0,0,10.68,['10.68'],['hunt_et_al']
C(C[NH3+:4])C(F)(F)F,O,0,0,8.7,['8.7'],['hunt_et_al']
C[Si](C)(C)CCC[NH3+:7],O,0,0,10.73,['10.73'],['hunt_et_al']
CC(C)[NH+:8](CCCl)CCCl,O,0,0,6.98,['6.98'],['hunt_et_al']
c1cc(ccc1C#N)C(=O)[OH:11],O,0,0,3.55,['3.55'],['hunt_et_al']
c1cc(c(c(c1)N(=O)=O)N(=O)=O)C(=O)[OH:15],O,0,0,1.85,['1.85'],['hunt_et_al']
CC(C)[NH+:9](CCO)C(C)C,O,0,0,10.08,['10.08'],['hunt_et_al']
CC(C)C[NH2+:9]CC(C)C,O,0,0,10.91,['10.91'],['hunt_et_al']
CC(C)[NH2+:8]C[Si](C)(C)C,O,0,0,10.8,['10.8'],['hunt_et_al']
CCCC[NH3+:5],O,0,0,10.7,['10.7'],['hunt_et_al']
CCCC[NH+:13](CCCC)CCCC,O,0,0,9.93,['9.93'],['hunt_et_al']
CCC(=O)C(C[C@H](C)[NH+:22](C)C)(c1ccccc1)c2ccccc2,O,0,0,8.94,['8.94'],['hunt_et_al']
C[C@@H](C=C(c1ccccc1)c2ccccc2)[NH+:19](C)C,O,0,0,9.21,['9.21'],['hunt_et_al']
CCCCCCCCCC[NH+:17](C[C@@H](C)O)C[C@@H](C)O,O,0,0,7.6,['7.6'],['hunt_et_al']
CCCOc1ccccc1C(=O)[OH:12],O,0,0,4.24,['4.24'],['hunt_et_al']
C[NH2+:7]C1CCCC1,O,0,0,10.85,['10.85'],['hunt_et_al']
C1CCC(CC1)C[NH3+:8],O,0,0,10.49,['10.49'],['hunt_et_al']
CC1(CCCCC1)[NH3+:8],O,0,0,10.36,['10.36'],['hunt_et_al']
C[C@@H]1CCCC[C@@H]1[NH3+:8],O,0,0,10.5,['10.5'],['hunt_et_al']
C[NH2+:8]C1CCCCC1,O,0,0,11.04,['11.04'],['hunt_et_al']
CCCCOc1cccc(c1)C(=O)[OH:13],O,0,0,4.25,['4.25'],['hunt_et_al']
Cc1cc(cc(c1[NH3+:9])C)Br,O,0,0,3.54,['3.54'],['hunt_et_al']
CC(C)(C)[NH2+:11]c1ccccc1,O,0,0,7,['7.0'],['hunt_et_al']
c1ccc(cc1)Oc2cccc(c2)C(=O)[OH:15],O,0,0,3.95,['3.95'],['hunt_et_al']
Cc1ccccc1[NH2+:12]C(C)(C)C,O,0,0,6.49,['6.49'],['hunt_et_al']
c1ccc(cc1)/[NH+:14]=C/c2ccc(cc2)Cl,O,0,0,2.8,['2.8'],['hunt_et_al']
COc1cc(cc(c1)Cl)[NH3+:8],O,0,0,3.1,['3.1'],['hunt_et_al']
C[NH+:11](C)c1cccc(c1)C#N,O,0,0,2.969,['2.969'],['hunt_et_al']
C[N@@H+:14](c1ccccc1)C2CCCCC2,O,0,0,6.35,['6.35'],['hunt_et_al']
c1cc(c(cc1Br)Br)[NH3+:7],O,0,0,2.3,['2.3'],['hunt_et_al']
c1cc(c(cc1Cl)Cl)[NH3+:7],O,0,0,2,['2.0'],['hunt_et_al']
CC[NH+:11](CC)c1ccccc1,O,0,0,6.61,['6.61'],['hunt_et_al']
Cc1cccc(c1C)[NH3+:9],O,0,0,4.7,['4.7'],['hunt_et_al']
Cc1cccc(c1[NH3+:9])C,O,0,0,3.95,['3.95'],['hunt_et_al']
Cc1cc(cc(c1)[NH3+:9])C,O,0,0,4.91,['4.91'],['hunt_et_al']
c1cc(c(c(c1)Br)CO)C(=O)[OH:10],O,0,0,3.28,['3.28'],['hunt_et_al']
Cc1c(c(ccc1[NH3+:9])N(=O)=O)C,O,0,0,1.96,['1.96'],['hunt_et_al']
CCOC(=O)c1ccc(cc1)[NH3+:10],O,0,0,2.52,['2.52'],['hunt_et_al']
CCOC(=O)c1ccccc1[NH+:12](C)C,O,0,0,5.48,['5.48'],['hunt_et_al']
CCc1cccc(c1)[NH3+:9],O,0,0,4.7,['4.7'],['hunt_et_al']
CC[NH2+:10]c1ccccc1C,O,0,0,4.96,['4.96'],['hunt_et_al']
CC[NH2+:10]c1ccc(cc1)C,O,0,0,5.72,['5.72'],['hunt_et_al']
CCC(C)(CC)[NH2+:13]c1ccccc1,O,0,0,6.34,['6.34'],['hunt_et_al']
CCC[N@H+:12](CC)c1ccccc1,O,0,0,6.39,['6.39'],['hunt_et_al']
c1cc(c(c(c1)I)CO)C(=O)[OH:10],O,0,0,3.18,['3.18'],['hunt_et_al']
Cc1cc(ccc1N(=O)=O)[NH3+:8],O,0,0,1.5,['1.5'],['hunt_et_al']
c1ccc(cc1)CC[NH3+:9],O,0,0,9.84,['9.84'],['hunt_et_al']
C[C@H](CCCc1ccccc1)[NH3+:12],O,0,0,9.99,['9.99'],['hunt_et_al']
c1ccc(cc1)CCCCC[NH3+:12],O,0,0,10.44,['10.44'],['hunt_et_al']
C[C@H](CCCc1ccc(cc1)O)[NH3+:12],O,0,0,9.4,['9.4'],['hunt_et_al']
C[C@H](Cc1ccccc1)[NH3+:10],O,0,0,9.94,['9.94'],['hunt_et_al']
c1ccc(cc1)CCC[NH3+:10],O,0,0,10.16,['10.16'],['hunt_et_al']
C[C@H](Cc1ccc2c(c1)OCO2)[NH3+:11],O,0,0,9.67,['9.67'],['hunt_et_al']
CC(C)(C)c1ccc(cc1)CC(=O)[OH:14],O,0,0,4.42,['4.42'],['hunt_et_al']
C[C@H]([C@H](c1ccccc1)O)[NH+:12](C)C,O,0,0,9.2,['9.2'],['hunt_et_al']
C[NH2+:10]C[C@@H](c1cccc(c1)O)O,O,0,0,8.86,['8.86'],['hunt_et_al']
