Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C=C3C=CC=CC3=C2C4=C(O1)C(=CC5=CC=CC=C45)C6=CC=CC=C6)C7CC=CC=C7,CC#N,1010799-98-0,,6.4,[6.4],['leito_acids']
FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,CC#N,1261302-62-8,,6.69,"[6.68, 6.7]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)[C]78=C9C%10=C%11[C-]7[Fe++]89%10%11%12%13%14%15[C-]%16C%12=C%13C%14=[C]%15%16C%17=CC3=C(O1)C(=C%17)C%18=CC(=CC(=C%18)C%19=CC=CC=C%19)C%20=CC=CC=C%20,CC#N,1630924-73-0,,7,[7.0],['leito_acids']
FC(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)C7=CC=CC8=C9C=CC=C(C%10=CC3=C(O1)C(=C%10)C%11=CC(=CC(=C%11)C%12=CC=CC=C%12)C%13=CC=CC=C%13)C9=C78,CC#N,1630950-49-0,,6.5,[6.5],['leito_acids']
FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1,CC#N,174788-89-7,4-chloro-N-(trifluoromethylsulfonyl)benzenesulfonamide,5.18,"[5.34, 5.02]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf']"
FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=CC=C1,CC#N,174788-87-5,N-(trifluoromethylsulfonyl)benzenesulfonamide,5.89,[5.89],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
FC(F)(F)[S](=O)(=O)N=[P]1(N[P]2(OC3=C(C4=CC=CC=C4C=C3C5=CC=CC=C5)C6=C7C=CC=CC7=CC(=C6O2)C8=CC=CC=C8)=N[S](=O)(=O)C(F)(F)F)OC9=C(CC%10C=CC=CC%10=C9C%11=C(O1)C(=CC%12=CC=CC=C%11%12)C%13=CC=CC=C%13)C%14=CC=CC=C%14,CC#N,2016814-95-0,,4.5,[4.5],['leito_acids']
FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,CC#N,174788-95-5,-,4.015,"[4.0, 4.03]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)[S](=O)(=O)N=[S](=O)(N[S](=O)(=O)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,C(CCl)Cl,174788-95-5,-,37.1,"[37.1, 37.1]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,CC#N,500721-95-9,"4-chloro-N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",5.38,"[5.56, 5.2]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=CC=C1,CC#N,500721-91-5,"N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",5.86,"[6.04, 5.68]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC(F)(F)[S](=O)(=O)NC(=O)C1=CC=CC=C1,CC#N,39062-91-4,N-(trifluoromethylsulfonyl)benzamide,11.065,"[11.06, 11.07]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC(F)(F)C(C(C#N)C#N)=C(C#N)C#N,C(CCl)Cl,1261286-81-0,,32.2,[32.2],['leito_acids']
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,CC#N,1261302-67-3,,6.7,[6.7],['leito_acids']
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](=O)(=O)N[P]1(=O)OC2=C(C3=C(CCCC3)C=C2C4CC=CC=C4)C5=C(O1)C(=CC6=C5CCCC6)C7=CC=CC=C7,CC#N,1261302-68-4,-,6.745,"[6.69, 6.8]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",10.44,"[10.45, 10.45, 10.45, 10.42, 10.42, 10.45]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,C(CCl)Cl,1018330-49-8,"2-(2,3,4,6-tetrakis(trifluoromethyl)phenyl)malononitrile",44.2,"[44.2, 44.2]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,-,"2-[2,3,4,5,6-pentakis(trifluoromethyl)phenyl]propanedinitrile",8.86,[8.86],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
FC(F)(F)C1=CC(=CC(=C1)C(C(C#N)C#N)=C(C#N)C#N)C(F)(F)F,C(CCl)Cl,1261286-79-6,,33,[33.0],['leito_acids']
FC(F)(F)C1=CC(=CC(=C1)C2=C3C(=C4C=CC=CC4C2)C5=C6C=CC=CC6=CC(=C5[S](=O)(=O)N[S]3(=O)=O)C7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F)C(F)(F)F,CC#N,1242421-77-7,,8.4,[8.4],['leito_acids']
FC(F)(F)C1=CC(=CC=C1)C(C(C#N)C#N)=C(C#N)C#N,C(CCl)Cl,2226486-85-5�,,34.3,[34.3],['leito_acids']
FC1=C(F)C(=C(C(=C1F)F)[S](=O)(=O)N[S](=O)(=O)C2=CC=C(Cl)C=C2)F,CC#N,1171188-85-4,"N-((4-chlorophenyl)sulfonyl)-2,3,4,5,6-pentafluorobenzenesulfonamide",7.56,"[7.57, 7.55, 7.55, 7.57]","['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,CS(=O)C,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",4.9,"[4.9, 4.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,C(CCl)Cl,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",52.3,"[52.3, 52.3]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'leito_acids']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,CC#N,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",18.1375,"[18.14, 18.14, 18.13, 18.14]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,COCCOC.COCCOC,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",3.9,[3.9],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,CCCCCCC,42238-35-7,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",-1.39,[-1.39],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(Cl)C(=C2F)F)F)C(=C1F)F)F,C(CCl)Cl,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",54.7,[54.7],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(Cl)C(=C2F)F)F)C(=C1F)F)F,CS(=O)C,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",7.5,[7.5],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(Cl)C(=C2F)F)F)C(=C1F)F)F,CC#N,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",20.36,"[20.36, 20.36]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CCCCCCC,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",1.8,[1.8],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,O,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",9.5,[9.5],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,C(CCl)Cl,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",55.7,[55.7],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CS(=O)C,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",7.975,"[8.0, 7.95]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CC#N,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",21.096,"[21.1, 21.1, 21.09, 21.09, 21.1]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,COCCOC.COCCOC,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",6.4,[6.4],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C(C#N)C2=CC=C(C=C2)C(F)(F)F)C(=C1F)F)F,CS(=O)C,42238-35-7,2-(perfluorophenyl)-2-(4-(trifluoromethyl)phenyl)acetonitrile,4.9,[4.9],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C(C#N)C2=CC=C(C=C2)C(F)(F)F)C(=C1F)F)F,C(CCl)Cl,42238-35-7,2-(perfluorophenyl)-2-(4-(trifluoromethyl)phenyl)acetonitrile,52.3,[52.3],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C(C#N)C2=CC=C(C=C2)C(F)(F)F)C(=C1F)F)F,CC#N,42238-35-7,2-(perfluorophenyl)-2-(4-(trifluoromethyl)phenyl)acetonitrile,18.135,"[18.14, 18.13]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,CC#N,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",26.15,"[26.14, 26.16]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,CS(=O)C,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",12.8,[12.8],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,CC#N,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",18.88,[18.88],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
FC1=C(F)C(=C(C2C3=C(C=CC=C3)C4=C2C=CC=C4)C(=C1F)F)F,CS(=O)C,73482-93-6,"9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",14.8,[14.8],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(C2C3=C(C=CC=C3)C4=C2C=CC=C4)C(=C1F)F)F,CC#N,73482-93-6,"9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",28.125,"[28.11, 28.14]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(F)C(=C1)F)C(C#N)C#N,C(CCl)Cl,55810-63-4,"2-(2,3,5,6-tetrafluorophenyl)propanedinitrile",47.5,[47.5],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(F)C(=C1)F)C(C#N)C#N,CC#N,55810-63-4,"2-(2,3,5,6-tetrafluorophenyl)propanedinitrile",12.98,"[12.98, 12.98]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(F)C(=C1)F)C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F,CC#N,42254-09-1,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluorophenyl)acetonitrile",21.105,"[21.11, 21.1]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(F)C(=C1)F)C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F,C(CCl)Cl,42254-09-1,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluorophenyl)acetonitrile",55.7,[55.7],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(F)C(=C1C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)F)C(F)(F)F,O,58436-28-5,"2,2-bis[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",4.4,[4.4],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(F)C(=C1C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)F)C(F)(F)F,CS(=O)C,58432-55-6,"2,2-bis[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",3.3,[3.3],['Ejoc202001649-sup-00001-misc_information.pdf']
FC1=C(F)C(=C(F)C(=C1C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)F)C(F)(F)F,CC#N,58432-55-6,"2,2-bis[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",16.125,"[16.13, 16.12]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=C(F)C(=C(F)C(=N1)F)C(C#N)C2=C(F)C3=C(F)C(=C(F)C(=C3C(=C2F)F)F)F,CC#N,62325-37-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",16.015,"[16.02, 16.01]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,CC#N,39063-00-8,4-fluoro-N-(trifluoromethylsulfonyl)benzamide,10.65,"[10.65, 10.65]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,CC#N,500721-93-7,"4-fluoro-N,N'-bis((trifluoromethyl)sulfonyl)benzimidamide",5.38,"[5.66, 5.33, 5.29, 5.29, 5.33]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC1=CC=C(C=C1)C2=CC3CCCCC3C4=C2O[P](=O)(N[S](=O)(=O)C(F)(F)F)OC5=C(C=C6CCCCC6=C45)C7=CC=C(F)C=C7,CC#N,1431711-91-9,-,6.26,"[6.22, 6.3]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
FC1=NC(=C(F)C(=C1F)C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)F,CC#N,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",16.395,"[16.4, 16.39]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC1=NC(=C(F)C(=C1F)C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)F,C(CCl)Cl,62325-51-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",50.5,[50.5],['Ejoc202001649-sup-00001-misc_information.pdf']
I,CC#N,10034-85-2,iodane,2.8,"[2.8, 2.8, 2.8, 2.8, 2.8, 2.8]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
I,O,10034-85-2,iodane,-9.5,"[-9.5, -9.5]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
I,C(CCl)Cl,10034-85-2,iodane,37.7,"[37.7, 37.7, 37.7]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
I,CS(=O)C,10034-85-2,iodane,-10.9,"[-10.9, -10.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
N#CC(CC(C#N)=C(C#N)C#N)=C(C#N)C#N,C(CCl)Cl,1261286-78-5,,33.5,[33.5],['leito_acids']
N#CC1=C(C#N)C(=CC1)C#N,CC#N,-,"cyclopenta-1,3-diene-1,2,3-tricarbonitrile",1.44,[1.44],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
N#CC1=C(C=CC1)C#N,CC#N,-,"cyclopenta-1,3-diene-1,2-dicarbonitrile",10.17,[10.17],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
N#CC1C=C(C#N)C(=C1)C#N,C(CCl)Cl,215395-09-8,"cyclopenta-2,5-diene-1,2,4-tricarbonitrile",38,"[38.0, 38.0]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
N#CC1C=C(C#N)C(=C1)C#N,CC#N,215395-09-8,"cyclopenta-2,5-diene-1,2,4-tricarbonitrile",3.75,"[4.16, 3.68, 3.68, 3.65, 3.65, 3.68]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
NC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,CC#N,133213-11-3,"2-aminobenzene-1,3,5-trisulfonyl fluoride",19.66,"[19.66, 19.66, 19.66]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
NC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,CS(=O)C,133213-11-3,"2-aminobenzene-1,3,5-trisulfonyl fluoride",7.8,[7.8],['Ejoc202001649-sup-00001-misc_information.pdf']
O[P]1(=O)OC2=C(C=C3C=CC=CC3=C2C4=C(O1)C(=CC5=CC=CC=C45)C6=CC=C(F)C=C6)C7CC=C(F)C=C7,CC#N,915038-14-1,-,12.48,"[12.46, 12.5]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
O[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)[C]78=C9C%10=C%11[C-]7[Fe++]89%10%11%12%13%14%15[C-]%16C%12=C%13C%14=[C]%15%16C%17=CC3=C(O1)C(=C%17)C%18=CC(=CC(=C%18)C%19=CC=CC=C%19)C%20=CC=CC=C%20,CC#N,1609325-04-3,,13.9,[13.9],['leito_acids']
O[P]1(=O)OC2=C3C=C(C=C2C4=CC(=CC(=C4)C5=CC=CC=C5)C6CC=CC=C6)C7=CC=CC8=C9C=CC=C(C%10=CC3=C(O1)C(=C%10)C%11=CC(=CC(=C%11)C%12=CC=CC=C%12)C%13=CC=CC=C%13)C9=C78,CC#N,1630950-45-6,,13.3,[13.3],['leito_acids']
OC(C#N)=C(C#N)C#N,CC#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",4.54,"[4.69, 4.39]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf']"
OC(C#N)=C(C#N)C#N,C(CCl)Cl,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",35.9,[35.9],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,O,71571-37-4,"2,4,6-tris((trifluoromethyl)sulfonyl)phenol",-2,[-2.0],['Ejoc202001649-sup-00001-misc_information.pdf']
OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,C(CCl)Cl,71571-37-4,"2,4,6-tris((trifluoromethyl)sulfonyl)phenol",38.4,[38.4],['Ejoc202001649-sup-00001-misc_information.pdf']
OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,CC#N,71571-37-4,"2,4,6-tris((trifluoromethyl)sulfonyl)phenol",4.62,"[4.8, 4.44]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)CF)[S](=O)(=O)OCC(F)(F)CF)[S](=O)(=O)OCC(F)(F)CF,CC#N,1263293-54-4,,8.155,"[8.14, 8.17]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F,CC#N,1263293-53-3,-,7.955,"[7.94, 7.97]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
OC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,C(CCl)Cl,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",39,[39.0],['Ejoc202001649-sup-00001-misc_information.pdf']
OC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,CC#N,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",5.375,"[5.53, 5.22]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
OCl(=O)(=O)=O,CC#N,7601-90-3,perchloric acid,1.7,"[1.57, 1.83]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']"
OCl(=O)(=O)=O,C1CCOC1,7601-90-3,perchloric acid,7.57,[7.57],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
OCl(=O)(=O)=O,O,7601-90-3,perchloric acid,-15.2,[-15.2],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
OCl(=O)(=O)=O,CS(=O)C,7601-90-3,perchloric acid,-14.9,[-14.9],['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']
OCl(=O)(=O)=O,C(CCl)Cl,7601-90-3,perchloric acid,32.2,"[32.2, 32.2]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'leito_acids']"
OS(=O)(=O)F,CC#N,7789-21-1,sulfurofluoridic acid,3.38,[3.38],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
