,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
2871,CC(=O)c1ccc(-c2ccc([NH3+:15])cc2)cc1,O,0,0,3.98,[3.98],"[""['hunt_et_al']""]"
2872,CC[NH+](C)C,CS(=O)C,-,ethyl(dimethyl)azanium,8.5,[8.5],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2873,C1CCC([C@@H]2CCC[NH2+:11]2)CC1,O,0,0,10.76,[10.76],"[""['hunt_et_al']""]"
2874,CCCNc1nccc[nH+:8]1,O,0,0,4.09,[4.09],"[""['hunt_et_al']""]"
2875,O=C(c1ccc([N+](=O)[O-])cc1Cl)[OH:12],O,0,0,1.96,[1.96],"[""['hunt_et_al']""]"
2876,c1cnc2c([OH:11])cccc2c1,O,0,0,9.81,[9.81],"[""['hunt_et_al']""]"
2877,CN(C)P(=N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)NC(C)(C)C)(N(C)C)N(C)C,C1CCOC1,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,33.9,[33.9],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2878,COC(=O)[C@](C)(CC(=O)[OH:18])c1ccc([N+](=O)[O-])cc1,O,0,0,4.07,[4.07],"[""['hunt_et_al']""]"
2879,Cc1c(F)c(F)c([C@@H](C#N)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C(CCl)Cl,52345-34-3,"(R)-2-(perfluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",56.7,[56.7],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2880,[NH3+]c1ccc(F)c([N+](=O)[O-])c1,CC#N,,(4-fluoro-3-nitrophenyl)azanium,7.67,[7.67],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
2881,CCC[NH+](CCC)CCC,O,-,tripropylazanium,10.65,[10.65],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2882,Clc1ccc(Cl)c([NH3+:7])c1,O,0,0,1.57,[1.57],"[""['hunt_et_al']""]"
2883,O=[N+]([O-])c1ccc(-c2ccccc2[OH:16])cc1,O,0,0,10.42,[10.42],"[""['hunt_et_al']""]"
2884,CC[NH+:17](CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,O,0,0,9.35,[9.35],"[""['hunt_et_al']""]"
2885,O=C(CCC(=O)[OH:17])c1cccc2ccccc12,O,0,0,4.48,[4.48],"[""['hunt_et_al']""]"
2886,CCC1=[NH+:7]C[C@H](C)S1,O,0,0,5.231,[5.231],"[""['hunt_et_al']""]"
2887,CNc1nc(C)c(Br)c(C)[nH+:8]1,O,0,0,3.52,[3.52],"[""['hunt_et_al']""]"
2888,CCCC[NH+:15](CCCC)c1ccccc1,O,0,0,6.3,[6.3],"[""['hunt_et_al']""]"
2889,COC(=O)c1cc([NH3+:13])cc2ccccc12,O,0,0,3.38,[3.38],"[""['hunt_et_al']""]"
2890,NS(=O)(=O)c1ccccc1C[NH3+:8],O,0,0,8.53,[8.53],"[""['hunt_et_al']""]"
2891,C[NH2+]c1ccccc1,C1CCOC1,-,methyl(phenyl)azanium,4.8,[4.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2892,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)Nc1ccccc1O2,CC#N,26103-32-2,"1,3-dinitro-10H-phenoxazine",22.4,[22.4],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2893,Clc1cc([OH:7])cc(Cl)c1Cl,O,0,0,7.84,[7.84],"[""['hunt_et_al']""]"
2894,Nc1ncc(-c2ccc(F)cc2)c[nH+:11]1,O,0,0,3.25,[3.25],"[""['hunt_et_al']""]"
2895,CC(C)(C)c1cccc(C(=O)[OH:13])c1,O,0,0,4.204,[4.204],"[""['hunt_et_al']""]"
2896,C1C[NH+]2CCN1CC2,CC#N,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,18.29,[18.29],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2897,CN(C)c1cccc2cccc([NH+](C)C)c12,CS(=O)C,-,[8-(dimethylamino)naphthalen-1-yl]-dimethylazanium,7.47,[7.47],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2898,C[NH+:21](C)CCCN1c2ccccc2CCc2ccccc21,O,0,0,9.524999999999999,"[9.6, 9.45]","[""['hunt_et_al']"", ""['hunt_et_al']""]"
2899,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[NH+:17](C)C)o1,O,0,0,8.47,[8.47],"[""['hunt_et_al']""]"
2900,Cc1cc([NH3+:8])ccc1Br,O,0,0,4.05,[4.05],"[""['hunt_et_al']""]"
2901,C[C@H](CCCc1ccccc1)[NH3+:12],O,0,0,9.99,[9.99],"[""['hunt_et_al']""]"
2902,Oc1ccc(Br)cc1,CC#N,106-41-2,4-bromophenol,25.53,[25.53],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2903,O=C(O)C(O)(O)C(O)(O)C(=O)O,CC#N,76-30-2,"2,2,3,3-tetrahydroxybutanedioic acid",13.7,[13.7],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2904,CC(=O)O,CN(C)C=O,64-19-7,acetic acid,13.5,[13.5],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2905,CCC[C@@H]1CCC[N@H+:9]1C,O,0,0,9.78,[9.78],"[""['hunt_et_al']""]"
2906,O=C(CCc1ccccc1Cl)[OH:11],O,0,0,4.58,[4.58],"[""['hunt_et_al']""]"
2907,Cc1c(F)c(F)c(C(C#N)C#N)c(F)c1F,CC#N,64934-71-0,"2-(2,3,5,6-tetrafluoro-4-methylphenyl)propanedinitrile",14.61,"[17.57, 13.87, 13.87, 13.87, 13.87]","[""['pKa_values_of_acids_in_acetonitrile.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
2908,Oc1cccc(C(F)(F)F)c1,O,98-17-9,3-(trifluoromethyl)phenol,9.08,[9.08],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2909,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,CC#N,101-20-2,"1-(4-chlorophenyl)-3-(3,4-dichlorophenyl)urea",27.95,[27.95],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2910,Cc1cccc(C)c1[OH:9],O,0,0,10.59,[10.59],"[""['hunt_et_al']""]"
2911,CC(=O)[C@@H](C(=O)OCc1ccccc1)[NH3+:12],O,0,0,5.2,[5.2],"[""['hunt_et_al']""]"
2912,O=C(c1ccc(C2CCCCC2)cc1)[OH:15],O,0,0,4.39,[4.39],"[""['hunt_et_al']""]"
2913,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc([OH:23])c(C(N)=O)c1,O,0,0,7.3,[7.3],"[""['hunt_et_al']""]"
2914,CC(=O)O[C@H](C)C[NH+:8](C)C,O,0,0,8.32,[8.32],"[""['hunt_et_al']""]"
2915,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2c1ccc(=O)[nH:20]2,O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
2916,O=C(O)c1ccccc1O,CC#N,69-72-7,2-hydroxybenzoic acid,16.7,[16.7],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2917,O=C([C@H](Cc1ccccc1)[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)[OH:30],O,0,0,3.1,[3.1],"[""['hunt_et_al']""]"
2918,O=C(NC[C@@H](O)C[NH+:22]1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
2919,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[NH:23]c2cscn2)cc1Cl,O,0,0,6.2,[6.2],"[""['hunt_et_al']""]"
2920,O=C(/C=C/c1ccc(Cl)cc1)[OH:11],O,0,0,4.41,[4.41],"[""['hunt_et_al']""]"
2921,O=C(CCCl)[OH:5],O,0,0,3.99,[3.99],"[""['hunt_et_al']""]"
2922,c1ccc2c[nH+]ccc2c1,CC#N,-,isoquinolin-2-ium,12.684999999999999,"[12.69, 12.68]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2923,CCOC(=O)C(C#N)c1c(F)c(F)c(Cl)c(F)c1F,CS(=O)C,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",4.5,[4.5],"[""['a_unified_view_to_bronsted_acidity_scales.pdf']""]"
2924,Fc1ccccc1[NH3+:7],O,0,0,3.2,[3.2],"[""['hunt_et_al']""]"
2925,Nc1ccc([NH3+:7])c[nH+]1,O,0,0,2.13,[2.13],"[""['hunt_et_al']""]"
2926,CC1=[NH+:7]C(C)(C)CS1,O,0,0,5.39,[5.39],"[""['hunt_et_al']""]"
2927,COc1cccc([C@@H](O)C[NH2+:13]C(C)C)c1,O,0,0,9.54,[9.54],"[""['hunt_et_al']""]"
2928,CC[NH+](CC)CCOC(=O)c1ccc([NH3+:14])cc1,O,0,0,2.0,[2.0],"[""['hunt_et_al']""]"
2929,O=C(O)c1cn(C2CC2)c2cc(N3CC[NH2+:18]CC3)c(F)cc2c1=O,O,0,0,8.57,[8.57],"[""['hunt_et_al']""]"
2930,C[N@@H+:13](c1ccccc1)C1CCCC1,O,0,0,6.71,[6.71],"[""['hunt_et_al']""]"
2931,O=[N+]([O-])c1ccc([OH:11])cc1C(F)(F)F,O,0,0,6.07,[6.07],"[""['hunt_et_al']""]"
2932,CC[NH+:19](CC)CC(c1ccccc1)c1ccccc1,O,0,0,9.8,[9.8],"[""['hunt_et_al']""]"
2933,OCCCCCC[NH3+:7],O,0,0,10.6,[10.6],"[""['hunt_et_al']""]"
2934,C[C@H](Cc1ccccc1)[NH3+:10],O,0,0,9.94,[9.94],"[""['hunt_et_al']""]"
2935,CSCC[NH3+:4],O,0,0,9.49,[9.49],"[""['hunt_et_al']""]"
2936,O=[N+]([O-])c1cc(-c2ccccc2)ccc1[NH3+:13],O,0,0,-0.76,[-0.76],"[""['hunt_et_al']""]"
2937,Cc1c(F)c(F)c(O)c(F)c1F,CC#N,1644-90-2,"2,3,5,6-tetrafluoro-4-methylphenol",20.3,[20.3],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2938,O=[N+]([O-])c1ccc([NH3+:7])c(Cl)c1,O,0,0,-0.94,[-0.94],"[""['hunt_et_al']""]"
2939,Cc1cccc(Cl)c1[NH3+:8],O,0,0,3.62,[3.62],"[""['hunt_et_al']""]"
2940,CCn1nc(C(=O)[OH:19])c(=O)c2cc3c(cc21)OCO3,O,0,0,4.36,[4.36],"[""['hunt_et_al']""]"
2941,ClC(Cl)(Cl)CCC[NH3+:5],O,0,0,9.93,[9.93],"[""['hunt_et_al']""]"
2942,NS(=O)(=O)c1ccccc1,CC#N,98-10-2,benzenesulfonamide,25.619999999999997,"[24.61, 26.63]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
2943,COc1ccc(S(=O)(=O)NC(=O)N2CCC([NH+:26]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,8.3,[8.3],"[""['hunt_et_al']""]"
2944,CC(C)OP(=O)(OC(C)C)SCC[NH+:11](C)C,O,0,0,7.7,[7.7],"[""['hunt_et_al']""]"
2945,c1nc(CC[NH3+:7])cs1,O,0,0,9.48,[9.48],"[""['hunt_et_al']""]"
2946,C1C[NH2+]CCN1,CC#N,8057-14-5,piperazin-1-ium,18.69,[18.69],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2947,CCCCCNc1nccc[nH+:10]1,O,0,0,4.03,[4.03],"[""['hunt_et_al']""]"
2948,C=CC[NH2+:10]c1ccccc1,O,0,0,3.56,[3.56],"[""['hunt_et_al']""]"
2949,O=S(=O)(F)c1cc(S(=O)(=O)F)c(O)c(S(=O)(=O)F)c1,CC#N,882492-01-5,"2-hydroxybenzene-1,3,5-trisulfonyl fluoride",5.286666666666666,"[5.25, 5.25, 5.22, 5.25, 5.53, 5.22]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
2950,c1cc[nH+]nc1,CS(=O)C,-,pyridazin-1-ium,1.8,[1.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2951,NC1=[NH+:13][C@H](c2cccs2)Nc2cccc(F)c21,O,0,0,8.73,[8.73],"[""['hunt_et_al']""]"
2952,CCCc1n(Cc2ccc(-c3ccccc3-c3nnn[n-]3)cc2)c(C(=O)OCc2oc(=O)oc2C)c(C(C)(C)O)[nH+:30]1,O,0,0,6.05,[6.05],"[""['hunt_et_al']""]"
2953,CC[NH+:12](CC)c1cccc(C)c1,O,0,0,7.12,[7.12],"[""['hunt_et_al']""]"
2954,CCCSc1ccc2[nH+]c([NH:15]C(=O)OC)[nH]c2c1,O,0,0,5.88,[5.88],"[""['hunt_et_al']""]"
2955,COc1ccc2cc([C@H](C)C(=O)[OH:16])ccc2c1,O,0,0,4.2,[4.2],"[""['hunt_et_al']""]"
2956,C[NH+:14]1CCN(C(=O)c2ccccc2)CC1,O,0,0,6.78,[6.78],"[""['hunt_et_al']""]"
2957,C=C[C@H]1C[N@@H+:22]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,O,0,0,8.8,[8.8],"[""['hunt_et_al']""]"
2958,CCCC[N@H+:11]1CCCC[C@H]1C,O,0,0,10.7,[10.7],"[""['hunt_et_al']""]"
2959,O=C(c1ccccc1)c1ccc([NH3+:14])cc1,O,0,0,2.17,[2.17],"[""['hunt_et_al']""]"
2960,OC(=S)CCCCC(=S)[OH:7],O,0,0,3.382,[3.382],"[""['hunt_et_al']""]"
2961,O=S(=O)(c1ccccc1)[NH:13]c1ccccc1,O,0,0,8.31,[8.31],"[""['hunt_et_al']""]"
2962,C[C@H](Cc1ccccc1)[NH2+:11]C,O,0,0,9.99,[9.99],"[""['hunt_et_al']""]"
2963,CC(C)[NH2+:12]C[C@H](O)c1cccc(Cl)c1,O,0,0,9.42,[9.42],"[""['hunt_et_al']""]"
2964,CC(C)(C(=O)[OH:35])c1ccc([C@@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,O,0,0,2.26,[2.26],"[""['hunt_et_al']""]"
2965,c1cc2c(c([OH:11])c1)CCCC2,O,0,0,10.28,[10.28],"[""['hunt_et_al']""]"
2966,C[NH2+:12]c1cccc2ccccc12,O,0,0,3.67,[3.67],"[""['hunt_et_al']""]"
2967,O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1Cl,C(CCl)Cl,64646-01-1,4-chloro-N-((4-chloro-3-nitrophenyl)sulfonyl)-3-nitrobenzenesulfonamide,40.4,"[40.4, 40.4]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
2968,O=[N+]([O-])c1ccc([NH3+:7])cc1[N+](=O)[O-],O,0,0,-1.2,[-1.2],"[""['hunt_et_al']""]"
2969,N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,CC#N,62325-37-5,"2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetonitrile",16.015,"[16.01, 16.02, 16.02, 16.01]","[""['pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"", ""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
2970,C[C@@H](Cc1ccc(C(C)(C)C)cc1)C[NH+:21]1C[C@H](C)O[C@H](C)C1,O,0,0,6.98,[6.98],"[""['hunt_et_al']""]"
2971,O=[N+]([O-])c1ccc([NH2+:16][C@H]2CCc3ccccc32)cc1,O,0,0,-1.13,[-1.13],"[""['hunt_et_al']""]"
2972,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[OH:26])[C@H]21,O,0,0,4.7,[4.7],"[""['hunt_et_al']""]"
2973,Cc1cccc(S(N)(=O)=O)c1,CC#N,1899-94-1,3-methylbenzenesulfonamide,24.67,[24.67],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2974,O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1,CC#N,138-42-1,4-nitrobenzenesulfonic acid,6.4,"[6.6, 6.4, 6.3, 6.3, 6.4]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
2975,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(Cl)c(F)c1F,CS(=O)C,42238-36-8,"2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-(2,3,4,5,6-pentafluorophenyl)acetonitrile",7.5,"[7.5, 7.5]","[""['a_unified_view_to_bronsted_acidity_scales.pdf']"", ""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2976,CC(C)(Cc1ccccc1)[NH2+:12]C,O,0,0,10.37,[10.37],"[""['hunt_et_al']""]"
2977,CC[NH3+],CS(=O)C,16999-99-8,ethylazanium,10.9,[10.9],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2978,Nc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,CS(=O)C,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",12.5,[12.5],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2979,O=C(O)c1c(O)cccc1O,CC#N,303-07-1,"2,6-dihydroxybenzoic acid",12.6,[12.6],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2980,N#Cc1ccc(C[C@@H](C(=O)[O-])N2CCC(C[NH+:29]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,8.9,[8.9],"[""['hunt_et_al']""]"
2981,CCOc1ccnc([OH:9])n1,O,0,0,10.7,[10.7],"[""['hunt_et_al']""]"
2982,CC[NH2+:10]Cc1ccccc1,O,0,0,9.64,[9.64],"[""['hunt_et_al']""]"
2983,COc1cc(OC)nc(NC(=O)[NH:23]S(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,O,0,0,3.6,[3.6],"[""['hunt_et_al']""]"
2984,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH:21]nc1C(F)(F)F,O,0,0,7.6,[7.6],"[""['hunt_et_al']""]"
2985,Cn1c(=O)c2c([nH+]cn2C)n(C)c1=O,O,,"1,3,7-trimethylpurin-7-ium-2,6-dione",0.6,[0.6],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
2986,CCOC(=O)COc1ccc([NH3+:11])cc1,O,0,0,5.09,[5.09],"[""['hunt_et_al']""]"
2987,CCc1ccc([OH:15])c2c(CC)c(C)oc12,O,0,0,9.94,[9.94],"[""['hunt_et_al']""]"
2988,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2c(F)ccc(F)c2C(N)=[NH+:22]3)cc1,O,0,0,8.15,[8.15],"[""['hunt_et_al']""]"
2989,CC[NH+](CC)CC,CS(=O)C,17440-81-2,triethylazanium,9.0,"[9.0, 9.0]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2990,c1ccc2c(c1)CC[C@@H]2[NH3+:10],O,0,0,9.21,[9.21],"[""['hunt_et_al']""]"
2991,CC(C)[NH2+:17]C[C@@H](O)COc1cccc2ccccc12,O,0,0,9.524999999999999,"[9.6, 9.45]","[""['hunt_et_al']"", ""['hunt_et_al']""]"
2992,C1CC[NH2+]C1,O,84316-19-8,pyrrolidin-1-ium,11.27,[11.27],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2993,Clc1ccccc1[OH:7],O,0,0,8.11,[8.11],"[""['hunt_et_al']""]"
2994,Cc1ccccc1C[C@@H](C(=O)[O-])[NH+:29]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.2,[9.2],"[""['hunt_et_al']""]"
2995,FC(F)(F)C(F)(F)Oc1cccc([NH3+:9])c1,O,0,0,3.24,[3.24],"[""['hunt_et_al']""]"
2996,Cc1ncnc2c([OH:12])cccc12,O,0,0,8.77,[8.77],"[""['hunt_et_al']""]"
2997,Clc1ccc(CO[C@H](Cn2cc[nH+:19]c2)c2ccc(Cl)cc2Cl)c(Cl)c1,O,0,0,6.4,[6.4],"[""['hunt_et_al']""]"
2998,C1C[C@@H]2C[C@H]1[C@H]([NH3+:8])C2,O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
2999,O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1[OH:13],O,0,0,2.97,[2.97],"[""['hunt_et_al']""]"
3000,C/C=C(\Cl)C(=O)[OH:6],O,0,0,2.8,[2.8],"[""['hunt_et_al']""]"
3001,O=C(O)c1ccccc1,O,65-85-0,benzoic acid,4.225,"[4.25, 4.2]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
3002,O=S(=O)(N=S(=O)(NS(=O)(=NS(=O)(=O)C(F)(F)F)c1ccccc1)c1ccccc1)C(F)(F)F,C(CCl)Cl,771460-54-9,"1,1,1-trifluoro-N-[oxo-phenyl-[[S-phenyl-N-(trifluoromethylsulfonyl)sulfonimidoyl]amino]-λ6-sulfanylidene]methanesulfonamide",33.6,[33.6],"[""['leito_acids']""]"
3003,O=C(Cc1ccccc1CO)[OH:11],O,0,0,4.12,[4.12],"[""['hunt_et_al']""]"
3004,Cc1nc(C)c2cccc([OH:13])c2n1,O,0,0,9.41,[9.41],"[""['hunt_et_al']""]"
3005,CC(C)[NH+:6](C)C,O,0,0,10.47,[10.47],"[""['hunt_et_al']""]"
3006,CCC(=O)C(CC[NH+:23]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.95,[6.95],"[""['hunt_et_al']""]"
3007,c1ccc2cc([NH3+:11])ccc2c1,O,0,0,4.16,[4.16],"[""['hunt_et_al']""]"
3008,NCCC[NH3+],C1CCOC1,-,3-aminopropylazanium,14.8,[14.8],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
3009,C=CC(=O)[OH:5],O,0,0,4.25,[4.25],"[""['hunt_et_al']""]"
3010,N[C@@H](C[SH:7])C(=O)O,O,0,0,8.4,[8.4],"[""['hunt_et_al']""]"
3011,O=C([C@H](Cc1ccccc1)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)[OH:30],O,0,0,3.1,[3.1],"[""['hunt_et_al']""]"
3012,O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,CC#N,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,9.17,"[9.17, 9.17, 9.17, 9.17]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']""]"
3013,C[NH2+:10]C[C@H](O)c1cccc(O)c1,O,0,0,8.86,[8.86],"[""['hunt_et_al']""]"
3014,CCCOc1ccc(C(=O)[OH:12])cc1,O,0,0,4.78,[4.78],"[""['hunt_et_al']""]"
3015,COc1ccc([NH3+:8])c([N+](=O)[O-])c1,O,0,0,0.77,[0.77],"[""['hunt_et_al']""]"
3016,CCC(CC)C(=O)[OH:8],O,0,0,4.73,[4.73],"[""['hunt_et_al']""]"
3017,O=C(O)C(Cl)(Cl)Cl,CC#N,76-03-9,"2,2,2-trichloroacetic acid",10.75,[10.75],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
3018,COc1ccc(C(=C(C#N)C#N)C(C#N)C#N)cc1OC,C(CCl)Cl,1261286-75-2,,36.1,[36.1],"[""['leito_acids']""]"
3019,C[N+](C)(C)c1cccc([NH3+:10])c1,O,0,0,2.22,[2.22],"[""['hunt_et_al']""]"
3020,C[Si](C)(C)c1ccc([NH3+:10])cc1,O,0,0,4.36,[4.36],"[""['hunt_et_al']""]"
3021,O=S(=O)(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(F)(F)F,CC#N,434957-15-0,"1,3-bis(trifluoromethyl)-5-(trifluoromethylsulfonylmethyl)benzene",22.84,[22.84],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
3022,C[C@@H](c1ccc(F)cc1)[NH3+:9],O,0,0,9.22,[9.22],"[""['hunt_et_al']""]"
3023,c1cc[nH+]cc1,CS(=O)C,16969-45-2,pyridin-1-ium,3.4,[3.4],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
3024,O=C1NS(=O)(=O)c2ccccc21,CC#N,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",14.569999999999999,"[14.57, 14.57, 14.57, 14.57, 14.57]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
3025,CC(C)([C@@H](N)C(=O)O)[SH:9],O,0,0,7.9,[7.9],"[""['hunt_et_al']""]"
3026,Nc1cccc(Br)[nH+:6]1,O,0,0,2.6,[2.6],"[""['hunt_et_al']""]"
3027,COc1ccc([NH+:10](C)C)cc1,O,0,0,5.854,[5.854],"[""['hunt_et_al']""]"
3028,CC[C@@](CC(=O)[OH:19])(C(=O)OC)c1ccc([N+](=O)[O-])cc1,O,0,0,4.29,[4.29],"[""['hunt_et_al']""]"
3029,COC(=O)C[C@@H](C(=O)[OH:17])c1ccc([N+](=O)[O-])cc1,O,0,0,3.69,[3.69],"[""['hunt_et_al']""]"
3030,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2c1sc(=O)[nH:18]2,O,0,0,7.0,[7.0],"[""['hunt_et_al']""]"
3031,c1cc([OH:11])c2nnccc2c1,O,0,0,8.22,[8.22],"[""['hunt_et_al']""]"
3032,C/C(=N\O)C(C)(C)CCC[NH3+:10],O,0,0,9.14,[9.14],"[""['hunt_et_al']""]"
3033,c1ccc(CC[NH+:13]2CCCC2)nc1,O,0,0,9.39,[9.39],"[""['hunt_et_al']""]"
3034,COc1ccc(Sc2ccc([NH3+:14])cc2)cc1,O,0,0,3.94,[3.94],"[""['hunt_et_al']""]"
